Date,Policy #,Queue,Mode,Email Sent,Notes
"Tuesday, February 13, 2018",VF53210800,Pay,Direct Annual,Yes,
"Wednesday, February 14, 2018",VF53165770,Pay,Direct Annual,No,
"Wednesday, February 14, 2018",VF53184950,Pay,Direct Semi-Annual,,
"Wednesday, February 14, 2018",VF53237990,Pay,Direct Annual,No,
"Wednesday, February 14, 2018",VF53235630,Pay,Listbill,No,
"Wednesday, February 14, 2018",VF53165870,Pay EFT,Monthly EFT,Yes,
"Wednesday, February 14, 2018",VF53235600,Pay,Listbill,No,
"Wednesday, February 14, 2018",VP66304950,Pay,Direct Annual,No,
"Wednesday, February 14, 2018",VF53219400,Pay,Direct Annual,No,
"Wednesday, February 14, 2018",VF53241850,Pay,Listbill,No,
"Thursday, February 15, 2018",VF53209100,Pay EFT,Monthly EFT,Yes,
"Thursday, February 15, 2018",VF53191730,Pay EFT,Monthly EFT,Yes,
"Thursday, February 15, 2018",VF53191680,Pay EFT,Monthly EFT,Yes,
"Thursday, February 15, 2018",VF53198050,Pay EFT,Direct Annual,Yes,
"Thursday, February 15, 2018",VF53152010,Pay EFT,Monthly EFT,Yes,
"Thursday, February 15, 2018",VP66316610,Pay,Direct Annual,No,
"Thursday, February 15, 2018",VF53163740,Pay,Direct Annual,No,
"Thursday, February 15, 2018",VF53163730,Pay,Direct Annual,No,
"Thursday, February 15, 2018",VF53156060,Pay EFT,Monthly EFT,Yes,
"Thursday, February 15, 2018",VF53217060,Pay,Direct Annual,No,
"Thursday, February 15, 2018",VF53217050,Pay,Direct Annual,No,
"Thursday, February 15, 2018",VF53222240,Pay,Direct Annual,No,
"Thursday, February 15, 2018",VF53163720,Pay,Direct Annual,No,
"Thursday, February 15, 2018",VF53161770,Pay EFT,Monthly EFT,Yes,
"Thursday, February 15, 2018",VF53142500,Pay,Direct Annual,No,
"Thursday, February 15, 2018",VF53213140,Pay EFT,Monthly EFT,No,
"Thursday, February 15, 2018",VF53224680,Pay EFT,Monthly EFT,Yes,
"Thursday, February 15, 2018",VP66299280,Pay,Direct Annual,No,
"Tuesday, February 20, 2018",VF53201420,Pay,Direct Annual,No,
"Wednesday, February 21, 2018",VF53224160,Pay,Direct Annual,No,
"Wednesday, February 21, 2018",VP66315820,Pay EFT,Monthly EFT,Yes,
"Wednesday, February 21, 2018",VF53223850,Pay,Direct Annual,No,
"Thursday, February 22, 2018",VF53224160,Pay,Direct Annual,No,
"Friday, February 23, 2018",VF53233640,Pay EFT,Direct Annual,No,
"Friday, February 23, 2018",VF53165520 ,Pay EFT,Monthly EFT,Yes,
"Monday, February 26, 2018",VF53061420,Pay,Monthly EFT,No,
"Monday, February 26, 2018",VF53213880,Pay,Direct Annual,No,
"Monday, February 26, 2018",VP66299960,Pay,Direct Annual,No,
"Monday, February 26, 2018",VF53204390,Pay,Direct Annual,Yes,
"Monday, February 26, 2018",VF53242510,Pay,Monthly EFT,Yes,
"Monday, February 26, 2018",VF53163480,Pay EFT,Monthly EFT,Yes,
"Wednesday, February 28, 2018",VF53220750,Pay,Direct Annual,No,
"Wednesday, February 28, 2018",VF53178640,Pay,Direct Annual,No,
"Wednesday, February 28, 2018",VP66298300,Pay,Direct Annual,No,
"Wednesday, February 28, 2018",VF53191690,Pay,Direct Quarterly,No,
"Wednesday, February 28, 2018",VF53245330,Pay,Direct Annual,No,
"Wednesday, February 28, 2018",VP66316530,Pay,Direct Quarterly,No,
"Wednesday, February 28, 2018",VF53231220,Pay EFT,Monthly EFT,Yes,
"Wednesday, February 28, 2018",VP66314900,Pay EFT,Monthly EFT,No,
"Wednesday, February 28, 2018",VP66314960,Pay EFT,Monthly EFT,No,
"Wednesday, February 28, 2018",VP66317020,Pay,Direct Annual,No,
"Wednesday, February 28, 2018",VF53239610,Pay,Direct Annual,No,
"Wednesday, February 28, 2018",VF53232030,Pay,Direct Annual,No,
"Wednesday, February 28, 2018",VF53220840,Pay,Direct Semi-Annual,No,
"Wednesday, February 28, 2018",VP66307580,Pay,Direct Annual,No,
"Wednesday, February 28, 2018",VF53218250,Pay,Direct Quarterly,No,
"Wednesday, February 28, 2018",VF53224070,Pay EFT,Monthly EFT,Yes,
"Wednesday, February 28, 2018",VP66319230,Pay,Listbill,No,
"Monday, March 12, 2018",VF53048320,Pay,Monthly EFT,No,
"Monday, March 12, 2018",VF53175490,Pay,Direct Annual,No,
"Monday, March 12, 2018",VF53204820,Pay,Monthly EFT,Yes,
"Monday, March 12, 2018",VP66300950,Pay EFT,Monthly EFT,Yes,
"Monday, March 12, 2018",VF53153710,Pay EFT,Monthly EFT,Yes,
"Monday, March 12, 2018",VF53233670,Pay,Direct Annual,No,
"Monday, March 12, 2018",VP66315740,Pay,Direct Annual,No,
"Wednesday, March 14, 2018",VF53216550,Pay,Direct Annual,No,
"Wednesday, March 14, 2018",VF53210400,Pay,Direct Annual,No,
"Wednesday, March 14, 2018",VF53169260,Pay,Direct Quarterly,No,
"Wednesday, March 14, 2018",VF53196560,Pay,Monthly EFT,No,
"Wednesday, March 14, 2018",VF53260490,Pay,Direct Annual,No,
"Wednesday, March 14, 2018",VF53223510,Pay,Direct Annual,No,
"Wednesday, March 14, 2018",VP66304130,Pay,Direct Annual,No,
"Wednesday, March 14, 2018",VP66305740,Pay,Direct Semi-Annual,No,
"Wednesday, March 14, 2018",VP66308030,Pay,Direct Annual,No,
"Friday, March 16, 2018",VF53193990,Pay,Direct Annual,No,
"Monday, March 19, 2018",VF53235770,Pay,Direct Annual,No,
"Monday, March 19, 2018",VF53230850,Pay,Direct Quarterly,No,
"Monday, March 19, 2018",VF53202960,Pay,Direct Annual,No,
"Monday, March 19, 2018",VF53247890,Pay,Direct Annual,No,
"Monday, March 19, 2018",VF53202970,Pay,Direct Annual,No,
"Monday, March 19, 2018",VP66315840,Pay,Direct Annual,No,
"Monday, March 19, 2018",VP66320120,Pay,Direct Annual,No,
"Monday, March 19, 2018",VF53215690,Pay EFT,Monthly EFT,Yes,
"Monday, March 19, 2018",VF53166570,Pay,Direct Annual,No,
"Monday, March 19, 2018",VF53219870,Pay,Direct Annual,No,
"Monday, March 19, 2018",VF53219640,Pay,Direct Annual,No,
"Monday, March 19, 2018",VF53220420,Pay,Direct Annual,No,
"Monday, March 19, 2018",VF53211610,Pay,Direct Quarterly,No,
"Monday, March 19, 2018",VF53218540,Pay,Direct Annual,No,
"Tuesday, March 20, 2018",VF53196440,Pay,Direct Annual,No,
"Wednesday, March 21, 2018",VF53220870,Pay,Direct Annual,No,
"Wednesday, March 21, 2018",VF53253780,Pay,Direct Annual,No,
"Wednesday, March 21, 2018",VF53253780,Pay,Direct Annual,No,
"Wednesday, March 21, 2018",VF53253610,Pay,Direct Annual,No,
"Wednesday, March 21, 2018",VF53253600,Pay,Direct Annual,No,
"Wednesday, March 21, 2018",VF53234450,Pay,Monthly EFT,Yes,
"Wednesday, March 21, 2018",VF53201470,Pay,Monthly EFT,Yes,
"Wednesday, March 21, 2018",VF53183550,Pay,Listbill,No,
"Wednesday, March 21, 2018",VF53183540,Pay,Listbill,No,
"Wednesday, March 21, 2018",VF53183560,Pay,Listbill,No,
"Thursday, March 22, 2018",VF53253790,Pay,Direct Annual,No,
"Thursday, March 22, 2018",VF53213150,Pay,Direct Annual,No,
"Monday, March 26, 2018",VF53209700,Pay,Direct Annual,No,
"Monday, March 26, 2018",VF53235210,Pay,Direct Annual,No,
"Monday, March 26, 2018",VF53247890,Pay,Direct Annual,No,
"Monday, March 26, 2018",VF53249520,Pay,Direct Annual,No,
"Monday, March 26, 2018",VF53249510,Pay,Direct Annual,No,
"Monday, March 26, 2018",VF53235290,Pay EFT,Monthly EFT,Yes,
"Monday, March 26, 2018",VF53182330,Pay,Direct Annual,No,
"Monday, March 26, 2018",VF53235770,Pay,Direct Annual,No,
"Monday, March 26, 2018",VF53235310,Pay,Monthly EFT,Yes,
"Monday, March 26, 2018",VF53224530,Pay,Direct Annual,No,
"Monday, March 26, 2018",VF53200300,Pay,Monthly EFT,No,
"Monday, March 26, 2018",VP66309380,Pay,Monthly EFT,Yes,
"Monday, March 26, 2018",VF53175590,Pay EFT,Monthly EFT,Yes,
"Monday, March 26, 2018",VF53233040,Pay,Direct Quarterly,No,
"Monday, March 26, 2018",VF53089040,Pay EFT,Monthly EFT,Yes,
"Monday, March 26, 2018",VF53216960,Pay,Direct Annual,No,
"Monday, March 26, 2018",VF53235650,Pay,Monthly EFT,Yes,
"Monday, March 26, 2018",VF53242530,Pay,Direct Annual,No,
"Monday, March 26, 2018",VP66315700,Pay,Direct Quarterly,No,
"Tuesday, March 27, 2018",VF53178290,Pay,Direct Annual,No,
"Wednesday, March 28, 2018",VP66302040,Pay EFT,Monthly EFT,No,
"Wednesday, March 28, 2018",VF53219350,Pay,Direct Annual,No,
"Wednesday, March 28, 2018",VP66312820,Pay,Direct Annual,No,
"Wednesday, March 28, 2018",VF53151970,Pay,Monthly EFT,Yes,
"Wednesday, March 28, 2018",VF53124540,Pay,Direct Annual,No,
"Wednesday, March 28, 2018",VP66305810,Pay EFT,Monthly EFT,No,
"Thursday, March 29, 2018",VP71083090,Pay EFT,Monthly EFT,No,
"Thursday, March 29, 2018",VP71083090,Pay EFT,Monthly EFT,No,
"Thursday, March 29, 2018",VF53234040,Pay,Direct Annual,No,
"Thursday, March 29, 2018",VP66315770,Pay,Direct Annual,No,
"Thursday, March 29, 2018",VP66318170,Pay,Direct Annual,No,
"Friday, March 30, 2018",VF53261260,Pay,Direct Annual,No,
"Monday, April 2, 2018",VF53220700,Pay,Direct Annual,No,
"Monday, April 2, 2018",VF53236710,Pay,Direct Annual,No,
"Monday, April 2, 2018",VP66316300,Pay,Direct Quarterly,No,
"Monday, April 2, 2018",VF53221110,Pay,Direct Annual,No,
"Tuesday, April 3, 2018",VF53253940,Pay,Direct Annual,No,
"Wednesday, April 4, 2018",VF53233790,Pay,Monthly EFT,Yes,
"Monday, April 9, 2018",VF53252860 ,Pay,Direct Annual,No,
"Monday, April 9, 2018",VF53169880,Pay,Direct Annual,No,
"Monday, April 9, 2018",VF53124060,Pay,Direct Annual,No,
"Monday, April 9, 2018",VF53225210,Pay,Direct Annual,No,
"Monday, April 9, 2018",VF53207020,Pay,Direct Annual,No,
"Monday, April 9, 2018",VF53224550,Pay,Direct Annual,No,
"Wednesday, April 11, 2018",VF53236190,Pay,Direct Annual,No,
"Wednesday, April 11, 2018",VF53236420,Pay,Direct Annual,No,
"Thursday, April 12, 2018",VF53264840,Pay,Direct Annual,No,
"Friday, April 13, 2018",VF53173440,Pay,Direct Annual,No,
"Friday, April 13, 2018",VF53173440,Pay,Direct Annual,No,
"Monday, April 16, 2018",VF53236000,Pay,Direct Annual,No,
"Monday, April 16, 2018",VF53217220,Pay,Direct Annual,No,
"Monday, April 16, 2018",VF53181010,Pay,Monthly EFT,No,
"Monday, April 16, 2018",VF53203060,Pay,Direct Annual,No,
"Monday, April 16, 2018",VF53223360,Pay,Direct Annual,No,
"Monday, April 16, 2018",VF53203900,Pay,Direct Annual,No,
"Monday, April 16, 2018",VF53218070,Pay,Direct Annual,No,
"Monday, April 16, 2018",VF53211970,Pay,Monthly EFT,No,
"Monday, April 16, 2018",VP66315480,Pay,Direct Annual,No,
"Monday, April 16, 2018",VF53173070,Pay,Direct Annual,No,
"Monday, April 16, 2018",VP66315830,Pay,Direct Annual,No,
"Monday, April 16, 2018",VF53224980,Pay,Direct Annual,No,
"Wednesday, April 18, 2018",VF53233030,Pay,Direct Annual,No,
"Wednesday, April 18, 2018",VF53232060,Pay EFT,Direct Annual,No,
"Wednesday, April 18, 2018",VF53217160,Pay EFT,Monthly EFT,Yes,
"Wednesday, April 18, 2018",VP66319300,Pay,Direct Annual,No,
"Thursday, April 19, 2018",VF53259180,Pay,Direct Annual,No,
"Monday, April 23, 2018",VF53152520,Pay,Direct Annual,No,
"Monday, April 23, 2018",VF53236710,Pay,Direct Annual,No,
"Monday, April 23, 2018",VF53223080,Pay,Direct Annual,No,
"Monday, April 23, 2018",VF53218280,Pay,Direct Annual,No,
"Monday, April 23, 2018",VF53231620,Pay,Direct Annual,No,
"Monday, April 23, 2018",VF53231380,Pay,Direct Annual,No,
"Monday, April 23, 2018",VP66303040,Pay,Direct Annual,No,
"Thursday, April 26, 2018",VF53242490,Pay,Direct Annual,No,
"Thursday, April 26, 2018",VF53263780,Pay,Direct Annual,No,
"Thursday, April 26, 2018",VF53260650,Pay,Direct Annual,No,
"Thursday, April 26, 2018",VF53260680,Pay,Direct Annual,No,
"Wednesday, May 2, 2018",VF53222790,Pay,Direct Annual,No,
"Wednesday, May 2, 2018",VF53209140,Pay,Direct Annual,No,
"Wednesday, May 2, 2018",VF53236650,Pay EFT,Monthly EFT,No,
"Monday, May 7, 2018",VF53223490,Pay,Direct Annual,No,
"Monday, May 7, 2018",VF53238740,Pay,Direct Annual,No,
"Monday, May 7, 2018",VP66299470,Pay,Direct Annual,No,
"Thursday, May 10, 2018",VF53191100,Pay,Direct Annual,No,
"Friday, May 11, 2018",VF53257730,Pay,Direct Annual,No,
"Monday, May 14, 2018",VF53267720,Pay,Direct Annual,No,
"Monday, May 14, 2018",VP66302980,Pay,Direct Annual,No,
"Monday, May 14, 2018",VF53250410,Pay,Monthly EFT,No,
"Thursday, May 17, 2018",VF53170120,Pay EFT,Monthly EFT,Yes,
"Friday, May 18, 2018",VF53220760,Pay,Direct Annual,No,
"Monday, May 21, 2018",VF53168080,Pay EFT,Monthly EFT,Yes,
"Monday, May 21, 2018",VF53223230,Pay,Direct Annual,No,
"Monday, May 21, 2018",VF53236650,Pay EFT,Monthly EFT,Yes,
"Tuesday, May 22, 2018",VF53231260,Pay,Direct Annual,No,
"Tuesday, May 22, 2018",VF53261220,Pay,Direct Annual,No,
"Tuesday, May 22, 2018",VF53230620,Pay EFT,Monthly EFT,Yes,
"Tuesday, May 22, 2018",VF53188240,Pay,Direct Annual,No,
"Tuesday, May 22, 2018",VF53117490,Pay,Direct Annual,No,
"Wednesday, May 30, 2018",VF53236670,Pay,Monthly EFT,Yes,
"Monday, June 4, 2018",VF53173100,Pay,Direct Annual,No,
"Monday, June 4, 2018",VF53176140,Pay,Monthly EFT,Yes,
"Tuesday, June 5, 2018",VF53219860,Pay,Direct Annual,No,
"Monday, June 11, 2018",VF53296450,Pay,Direct Annual,No,
"Monday, June 11, 2018",VF53136310,Pay EFT,Monthly EFT,Yes,
"Monday, June 11, 2018",VF53188270,Pay,Direct Annual,No,
"Monday, June 11, 2018",VF53221720,Pay,Direct Annual,No,
"Friday, June 22, 2018",VF53220720,Pay,Direct Annual,No,
"Monday, June 25, 2018",VF53187230,Pay,Direct Annual,No,
"Wednesday, June 27, 2018",VP66318050 ,Pay,Direct Annual,No,
"Wednesday, June 27, 2018",VF53164670,Pay EFT,Monthly EFT,Yes,
"Wednesday, June 27, 2018",VF53136310,Pay EFT,Monthly EFT,Yes,
"Wednesday, June 27, 2018",VF53212780,Pay,Direct Annual,No,
"Thursday, June 28, 2018",VF53189930,Pay,Direct Annual,No,
"Thursday, June 28, 2018",VF53212780,Pay,Direct Annual,No,
"Monday, July 2, 2018",VF53217290,Pay,Direct Annual,No,
"Thursday, July 5, 2018",VF53157460,Pay,Direct Annual,No,
"Tuesday, July 10, 2018",VF53240590,Pay,Direct Annual,No,
